id,Prov,trade good ,latent trade good,tax,prod,manpower,terrain,Center of Trade,Local Airport,Airport,Border Crossing,Mountain Pass,Isthmus,River Tributary,River Estruary
2946,Winsko,Wine,0,1,1,1,Farmlands,,,,,,,,
2947,Slubice,Fur,0,3,4,3,Woods,,,,,,,,
2948,Slemien,0,0,1,1,1,Forest,,,,,,,,
2950,Biskupice,Grain,0,1,1,2,Farmlands,,,,,,,,
2951,Niepolomice,Horses,0,7,10,6,Forest,,,,,,,,
2952,Lapanow,Lumber,0,1,1,1,Hills,,,,,,,,
2953,HjĂÂ¤lmaren,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2954,Nowa Slupia,0,0,1,1,1,Hills,,,,,,,,
2955,Zebrzydowice,0,0,1,1,2,Hills,,,,,,,,
2956,Walce,Grain,0,1,1,1,Farmlands,,,,,,,,
2957,Brenna,Tourists,0,2,1,2,Forest,,,,,,,,
2958,Swiecie nad Osa,Grain,0,1,1,1,Farmlands,,,,,,,,
2959,Kikol,Grain,0,1,1,1,Farmlands,,,,,,,,
2960,Zbojno,Grain,0,1,1,1,Farmlands,,,,,,,,
2961,Szczutowo,Tourists,0,1,1,1,Grasslands,,,,,,,,
2962,Ostroda,Fish,0,2,2,3,Floodplains,,,,,,,,
2963,City of Grudziadz,0,0,20,14,16,Urban,,,,,,,,
2964,Branice,Apiculture,0,1,1,1,Hills,,,,,,,,
2965,Kornowac,0,0,1,1,1,Farmlands,,,,,,,,
2966,Kulesze Koscielne,Livestock,0,1,1,1,Farmlands,,,,,,,,
2967,Lipowa,0,0,1,1,2,Forest,,,,,,,,
2968,Jaworze,0,0,1,1,1,Forest,,,,,,,,
2969,Sadlinki,Grain,0,1,1,1,Woods,,,,,,,,
2970,Wilkowice,0,0,2,2,2,Forest,,,,,,,,
2971,Konin,0,0,17,16,12,Urban,,,,,,,,
2972,Koronowo,Confectionery,0,4,2,4,Woods,,,,,,,,
2973,Fabianki,0,0,1,1,1,Farmlands,,,,,,,,
2974,City of Chelmno,Iron,0,2,3,3,Grasslands,,,,,,,,
2975,City of Wloclawek,0,0,22,21,19,Urban,,,,,,,,
2976,Chociwel,0,0,1,1,1,Woods,,,,,,,,
2977,Kolbaskowo,0,0,3,4,2,Farmlands,,,,,,,,
2979,Banie,0,0,1,1,1,Farmlands,,,,,,,,
2980,Stargard,0,0,2,1,2,Farmlands,,,,,,,,
2981,Cedynia,0,0,1,1,1,Forest,,,,,,,,
2982,Krzyz Wielkopolski,Glass,0,1,1,1,Forest,,,,,,,,
2983,Kcynia,0,0,2,1,2,Grasslands,,,,,,,,
2984,Bierzwik,0,0,1,1,1,Forest,,,,,,,,
2985,Naklo nad Notecia,0,0,5,5,5,Urban,,,,,,,,
2986,City of Czarnkow,Beer,0,1,3,1,Grasslands,,,,,,,,
2987,Budzyn,Livestock,0,1,2,1,Farmlands,,,,,,,,
2988,Tarragona,Lumber,0,1,1,1,Grasslands,,,,,,,,
2989,Zlotow,0,0,1,1,1,Grasslands,,,,,,,,
2990,Wysoka,0,0,1,1,1,Farmlands,,,,,,,,
2992,Moryn,0,0,1,1,1,Grasslands,,,,,,,,
2993,Strzeleczki,Livestock,0,1,1,1,Woods,,,,,,,,
2994,Pietrowice Wielkie,Glass,0,1,1,1,Farmlands,,,,,,,,
2995,Slupsk,0,0,4,3,3,Farmlands,,,,,,,,
2996,Glogowek,Glass,0,2,1,2,Farmlands,,,,,,,,
2997,Grudziadz,Naval supplies,0,2,3,2,Grasslands,,,,,,,,
2998,Zdzieszowice,Coal,0,2,2,2,Hills,,,,,,,,
2999,Staporkow,0,0,2,1,2,Forest,,,,,,,,
3000,Swietochlowice,Coal,0,9,5,8,Urban,,,,,,,,
3001,Dobrzen Wielki,Lumber,0,1,1,1,Woods,,,,,,,,
3002,Orzesze,Glass,0,3,2,4,Forest,,,,,,,,
3003,Zebowice,Lumber,0,1,1,1,Forest,,,,,,,,
3004,Granica,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3005,Bialoleka,0,0,#N/A,#N/A,#N/A,High Urban,,,,,,,,
3006,Bielany,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3113,Targowek,0,0,#N/A,#N/A,#N/A,Urban,,,,,,,,
3114,Wola,0,0,#N/A,#N/A,#N/A,High Urban,,,,,,,,
3158,Zoliboz,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3199,Rembertow,0,0,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3200,Niemcy Poludnie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3201,Bemowo,0,0,#N/A,#N/A,#N/A,Urban,,,,,,,,
3238,Niemcy Polnoc,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3287,Wlochy,0,0,#N/A,#N/A,#N/A,Urban,,,,,,,,
3288,Litwa,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3289,Ukraina Zachod,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3218,Holandia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3219,Czechy WschĂłd,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3279,Mokotow,Glass,0,#N/A,#N/A,#N/A,High Urban,,,,,,,,
3394,Wesola,0,0,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3559,Wroclaw-Lesnica,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3621,Wroclaw-Strachowice,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3618,Wroclaw-Kozanow,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3620,Wroclaw-Grabiszyn,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3614,Wroclaw-Krzyki,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3217,Wroclaw-Gaj,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3387,Wroclaw-Ksieze,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3388,Wroclaw-Srodmiescie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3190,Wroclaw-Stare Miasto,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3220,Wroclaw-Swiniary,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3416,Wroclaw-Osobowice,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3419,Bornholm,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3425,Wroclaw-Kowalew,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3485,Ursus,Metalworking,0,#N/A,#N/A,#N/A,Urban,,,,,,,,
3525,Nysa Luzycka,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3549,Ursynow,0,0,#N/A,#N/A,#N/A,High Urban,,,,,,,,
3550,Wilanow,Salt,0,#N/A,#N/A,#N/A,Urban,,,,,,,,
3558,Wawer,0,0,#N/A,#N/A,#N/A,Urban,,,,,,,,
3677,Bialorus wschod,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3721,Ukraina wschod,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3888,Bialorus zachod,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3500,Zduny,Livestock,0,1,1,1,Woods,,,,,,,,
3501,Jeziorzany,Grain,0,1,1,1,Farmlands,,,,,,,,
3502,Frampol,Cloth,0,1,1,1,Farmlands,,,,,,,,
3503,Sztutowo,Tourists,0,1,1,1,Farmlands,,,,,,,,
3504,MorÂąg,Fish,0,3,2,4,Floodplains,,,,,,,,
3887,Krolewiec,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
3505,KrasnobrĂłd,Ceramics,0,1,1,1,Woods,,,,,,,,
3584,Goraj,Wool,0,1,1,1,Hills,,,,,,,,
4020,Dukla,Lumber,0,2,1,2,Forest,,,,,,,,
4021,Sekowa,Chemicals,0,1,1,1,Forest,,,,,,,,
4022,Krempna,Barley,0,1,1,1,Grasslands,,,,,,,,
4023,Jasliska,Barley,0,1,1,1,Grasslands,,,,,,,,
4024,Uscie Gorlickie,Fur,0,1,1,1,Highlands,,,,,,,,
4025,Krynica-Zdroj,Tourists,0,3,2,2,Highlands,,,,,,,,
4026,Muszyna,Tourists,0,2,1,2,Highlands,,,,,,,,
4027,Lutowiska,Stone,0,1,1,1,Highlands,,,,,,,,
4028,Kroscienko Nad Dunajcem,Fruits,0,1,1,1,Highlands,,,,,,,,
4029,Szczawnica,Oscypek,0,1,1,1,Highlands,,,,,,,,
4030,Piwnicza-Zdroj,Tourists,0,1,1,1,Highlands,,,,,,,,
4031,Grodek nad Dunajcem,Tourists,0,1,1,1,Hills,,,,,,,,
4032,Czarna,Coal,0,#N/A,#N/A,#N/A,Highlands,,,,,,,,
4033,Osiek,0,0,#N/A,#N/A,#N/A,Hills,,,,,,,,
4034,Szczurowa,Grain,0,1,1,1,Farmlands,,,,,,,,
4035,Tyrawa Woloska,Barley,0,1,1,1,Forest,,,,,,,,
4036,Labowa,Lumber,0,1,1,1,Highlands,,,,,,,,
4037,Bobowa,Cloth,0,2,1,1,Farmlands,,,,,,,,
4038,Zarszyn,0,0,1,1,1,Hills,,,,,,,,
4039,Iwonicz-Zdroj,Tourists,0,#N/A,#N/A,#N/A,Highlands,,,,,,,,
4040,Gorlice,Iron,0,3,1,3,Hills,,,,,,,,
4041,Dobra,Lumber,0,1,1,1,Highlands,,,,,,,,
4042,Nowy Sacz,Iron,0,21,24,15,Urban,,,,,,,,
4043,Gdow,Fish,0,3,1,3,Highlands,,,,,,,,
4044,Wojnicz,Salt,0,2,1,2,Hills,,,,,,,,
4045,luzna,Grain,0,1,1,1,Hills,,,,,,,,
4046,Osiek Jasielski,Wheat,0,1,1,1,Farmlands,,,,,,,,
4047,Chorkowka,Chemicals,0,2,1,2,Hills,,,,,,,,
4048,Rymanow,Glass,0,3,1,2,Grasslands,,,,,,,,
4049,Sanok,0,0,6,11,6,Urban,,,,,,,,
4050,Ciezkowice,Horses,0,2,1,2,Woods,,,,,,,,
4051,Laskowa,Oscypek,0,1,1,1,Hills,,,,,,,,
4052,City of Debica,Chemicals,0,6,13,8,Urban,,,,,,,,
4053,Mielec,Metalworking,0,2,1,2,Grasslands,,,,,,,,
4054,Dabrowa Tarnowska,Horses,0,3,2,3,Farmlands,,,,,,,,
4055,Szerzyny,Vodka,0,1,1,1,Hills,,,,,,,,
4056,Biecz,Iron,0,2,1,3,Farmlands,,,,,,,,
4057,Trzciana,Grain,0,1,1,1,Hills,,,,,,,,
4058,City of Jaslo,Chemicals,0,5,10,6,Farmlands,,,,,,,,
4059,Wietrzychowice,Fish,0,1,1,1,Floodplains,,,,,,,,
4060,Radgoszcz,Oil,0,1,1,1,Grasslands,,,,,,,,
4061,Jodlowa,Lumber,0,1,1,1,Forest,,,,,,,,
4062,Domaradz,Stone,0,1,1,1,Woods,,,,,,,,
4063,City of Tarnow,Chemicals,0,23,28,19,Urban,,,,,,,,
4064,Wadowice Gorne,Pigs,0,1,1,1,Woods,,,,,,,,
4065,City of Mielec,Metalworking,0,10,21,10,Urban,,,,,,,,
4066,Cmolas,Lumber,0,1,1,1,Forest,,,,,,,,
4067,Tarnow,Glass,0,3,3,4,Farmlands,,,,,,,,
4068,Plesna,Lumber,0,1,1,2,Woods,,,,,,,,
4069,Rzepiennik Strzyzewski,Triticale,0,1,1,1,Grasslands,,,,,,,,
4070,Wierzhoslawice,Triticale,0,1,1,1,Farmlands,,,,,,,,
4071,Tuchow,Metalworking,0,2,1,3,Grasslands,,,,,,,,
4072,Brzyska,Fish,0,1,1,1,Floodplains,,,,,,,,
4073,Tarnowiec,Ceramics,0,1,1,1,Grasslands,,,,,,,,
4074,Dzikowiec,Horses,0,1,1,1,Grasslands,,,,,,,,
4075,Ranizow,Naval supplies,0,1,1,1,Grasslands,,,,,,,,
4076,Skolyszyn,Chemicals,0,2,1,2,Grasslands,,,,,,,,
4077,Jaslo,Wine,0,2,1,3,Farmlands,,,,,,,,
4078,Spytkownice,Fish,0,#N/A,#N/A,#N/A,Grasslands,,,,,,,,
4079,Chrzanow,Iron,0,6,8,8,Urban,,,,,,,,
4081,Tomice,Vegetables,0,1,1,1,Farmlands,,,,,,,,
4082,Polanka Wielka,Grain,0,1,1,1,Grasslands,,,,,,,,
4083,Wegierska Gorka,0,0,2,1,2,Forest,,,,,,,,
4084,Istebna,0,0,2,1,2,Forest,,,,,,,,
4085,Wieprz,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4086,Andrychow,Iron,0,6,5,7,Urban,,,,,,,,
4087,Osiek,Livestock,0,#N/A,#N/A,#N/A,Grasslands,,,,,,,,
4088,Milowka,Lumber,0,1,1,1,Forest,,,,,,,,
4089,Radziechowy-Wieprz,0,0,#N/A,#N/A,#N/A,Woods,,,,,,,,
4090,Swinna,0,0,1,1,1,Woods,,,,,,,,
4091,Lekawica,0,0,1,1,1,Forest,,,,,,,,
4092,Zywiec,Beer,0,5,10,5,Highlands,,,,,,,,
4093,Rytro,Lumber,0,1,1,1,Highlands,,,,,,,,
4094,Stary Sacz,Cloth,0,4,2,4,Hills,,,,,,,,
4095,Olkusz,Copper,0,7,7,8,Urban,,,,,,,,
4096,Gilowice,0,0,1,1,1,Hills,,,,,,,,
4097,Lososina Dolna,Fruits,0,2,1,2,Hills,,,,,,,,
4098,Ropa,Chemicals,0,1,1,1,Hills,,,,,,,,
4099,Moszczenica,Lumber,0,#N/A,#N/A,#N/A,Farmlands,,,,,,,,
4100,Brzeznica,Grain,0,#N/A,#N/A,#N/A,Farmlands,,,,,,,,
4101,City of Gorlice,Chemicals,0,5,6,4,Hills,,,,,,,,
4102,Krzeszowice,Beer,0,5,3,6,Grasslands,,,,,,,,
4103,Zakliczyn,Stone,0,2,1,2,Highlands,,,,,,,,
4104,Lipinki,Chemicals,0,1,1,1,Woods,,,,,,,,
4105,Podegrodzie,Fruits,0,2,1,2,Hills,,,,,,,,
4106,Michalowice,Horses,0,5,4,3,Grasslands,,,,,,,,
4107,Lukowica,Grain,0,2,1,1,Hills,,,,,,,,
4108,Suloszowa,Tourists,0,1,1,1,Hills,,,,,,,,
4109,Gromnik,Stone,0,1,1,1,Hills,,,,,,,,
4110,Leczyce,0,0,2,1,2,Forest,,,,,,,,
4111,City of Chojnice,Confectionery,0,6,8,7,Urban,,,,,,,,
4112,Parchowo,0,0,1,1,1,Forest,,,,,,,,
4113,Krynica Morska,Tourists,0,1,1,1,Grasslands,,,,,,,,
4114,Sztutowo,Tourists,0,1,1,1,Woods,,,,,,,,
4115,Milomlyn,Lumber,0,1,1,1,Forest,,,,,,,,
4116,Suwalki,Stone,0,1,1,1,Woods,,,,,,,,
4117,Sorkwity,Fish,0,1,1,1,Marsh,,,,,,,,
4118,Potegowo,0,0,1,1,1,Farmlands,,,,,,,,
4119,City of Slupsk,Iron,0,20,19,16,Urban,,,,,,,,
4120,Kepice,0,0,1,1,1,Forest,,,,,,,,
4121,City of Slawno,0,0,1,1,2,Grasslands,,,,,,,,
4122,Filipow,Fish,0,1,1,1,Woods,,,,,,,,
4123,Bodzanow,0,0,1,1,1,Farmlands,,,,,,,,
4124,Barciany,Wheat,0,1,1,1,Farmlands,,,,,,,,
4125,Wyry,Horses,0,1,1,1,Woods,,,,,,,,
4126,Laziska Gorne,Coal,0,3,4,4,Hills,,,,,,,,
4127,Bobrowniki,0,0,#N/A,#N/A,#N/A,Forest,,,,,,,,
4128,Bytom,Coal,0,32,19,28,High Urban,,,,,,,,
4129,City of Sejny,Wool,0,1,1,1,Grasslands,,,,,,,,
4130,Borne Sulinowo,Tourists,0,1,1,1,Forest,,,,,,,,
4131,Dabrowka,0,0,1,1,1,Grasslands,,,,,,,,
4132,Mweru,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4133,Kivu,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4134,Rutanzige,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4136,Zaysan,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4137,Alakol,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4138,Issyk-Kul,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4139,OulujĂÂ¤rvi,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4140,Saimaa,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4141,Przedecz,0,0,1,1,1,Farmlands,,,,,,,,
4142,Skorcz,0,0,1,1,1,Farmlands,,,,,,,,
4143,Nowy Staw,Vegetables,0,1,1,1,Farmlands,,,,,,,,
4144,Cedry Wielkie,0,0,1,1,1,Farmlands,,,,,,,,
4145,Pelczyce,0,0,1,1,1,Farmlands,,,,,,,,
4146,Czchow,Lumber,0,1,1,1,Woods,,,,,,,,
4147,City of Mragowo,Metalworking,0,3,4,3,Floodplains,,,,,,,,
4148,Dobre Miasto,Naval supplies,0,2,2,2,Woods,,,,,,,,
4150,Przybierniow,0,0,1,1,1,Forest,,,,,,,,
4151,Kosakowo,Tourists,0,3,1,3,Farmlands,,,,,,,,
4152,City of Puck,Amber,0,2,1,2,Coastline,,,,,,,,
4153,Krokowa,Livestock,0,2,1,1,Farmlands,,,,,,,,
4154,City of Koscierzyna,Beer,0,3,4,4,Grasslands,,,,,,,,
4155,Skrwilno,0,0,1,1,1,Grasslands,,,,,,,,
4156,Winnica,0,0,1,1,1,Grasslands,,,,,,,,
4157,Pszczolki,0,0,1,1,2,Farmlands,,,,,,,,
4158,Baranow Sandomierski,Sulfur,0,1,1,2,Grasslands,,,,,,,,
4160,Suchy Dab,0,0,1,1,1,Farmlands,,,,,,,,
4161,Traki Wielkie,0,0,2,1,2,Woods,,,,,,,,
4163,Malbork,Livestock,0,1,1,1,Farmlands,,,,,,,,
4164,Lichnowy,Grain,0,1,1,1,Farmlands,,,,,,,,
4165,Stary Targ,0,0,1,1,1,Farmlands,,,,,,,,
4166,Dzierzgon,0,0,1,1,1,Farmlands,,,,,,,,
4167,Konstantynow Lodzki,Cloth,0,2,3,3,Farmlands,,,,,,,,
4168,Gora Swietej Malgorzaty,Grain,0,1,1,1,Grasslands,,,,,,,,
4169,Baltow,0,0,1,1,1,Forest,,,,,,,,
4170,Krosniewice,Livestock,0,1,1,1,Farmlands,,,,,,,,
4171,Lowicz,Grain,0,1,1,1,Grasslands,,,,,,,,
4173,Mikolow,Cloth,0,8,9,7,Urban,,,,,,,,
4174,Lesnica,Tourists,0,1,1,1,Hills,,,,,,,,
4175,Pyskowice,0,0,2,2,3,Farmlands,,,,,,,,
4176,Ozarowice,0,0,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4177,Swierczow,Vegetables,0,1,1,1,Farmlands,,,,,,,,
4178,Biala,0,0,1,1,1,Farmlands,,,,,,,,
4179,City of Turek,0,0,4,6,4,Grasslands,,,,,,,,
4180,Zakroczym,0,0,1,1,1,Farmlands,,,,,,,,
4181,Plonsk,0,0,1,1,1,Grasslands,,,,,,,,
4182,Pultusk,0,0,4,3,4,Grasslands,,,,,,,,
4183,Wieliszew,0,0,3,1,3,Farmlands,,,,,,,,
4184,Ceranow,Grain,0,1,1,1,Woods,,,,,,,,
4185,Klukowo,Grain,0,1,1,1,Farmlands,,,,,,,,
4186,Ostroleka,0,0,11,11,9,Urban,,,,,,,,
4187,Opino Gorna,Livestock,0,1,1,1,Farmlands,,,,,,,,
4188,Swiercze,0,0,1,1,1,Grasslands,,,,,,,,
4189,Glinojeck,Sugar,0,1,1,1,Woods,,,,,,,,
4190,Somianka,0,0,1,1,1,Grasslands,,,,,,,,
4191,Strzegowo,0,0,1,1,1,Grasslands,,,,,,,,
4192,Zabrodzie,0,0,1,1,1,Grasslands,,,,,,,,
4193,Serock,0,0,2,1,3,Floodplains,,,,,,,,
4206,Prazmow,0,0,2,1,2,Grasslands,,,,,,,,
4207,Chynow,0,0,1,1,1,Farmlands,,,,,,,,
4208,Maly Plock,Vegetables,0,1,1,1,Grasslands,,,,,,,,
4209,Zbuczyn,0,0,1,1,1,Grasslands,,,,,,,,
4210,Kakolewnica,Confectionery,0,1,1,1,Woods,,,,,,,,
4214,Siemiatkowo,0,0,1,1,1,Grasslands,,,,,,,,
4215,Grudusk,Livestock,0,1,1,1,Farmlands,,,,,,,,
4216,Szydlowo,0,0,1,1,1,Farmlands,,,,,,,,
4217,Starozreby,0,0,1,1,1,Farmlands,,,,,,,,
4218,Sadowne,Fruits,0,1,1,1,Grasslands,,,,,,,,
4222,Borowie,Grain,0,1,1,1,Grasslands,,,,,,,,
4227,Szumowo,Stone,0,1,1,1,Woods,,,,,,,,
4228,Andrzejowo,0,0,1,1,1,Grasslands,,,,,,,,
4229,Szulborze Wielkie,0,0,1,1,1,Grasslands,,,,,,,,
4230,Zareby Koscielne,0,0,1,1,1,Grasslands,,,,,,,,
4231,Ostrow Mazowiecka,0,0,2,1,2,Grasslands,,,,,,,,
4232,Zuromin,0,0,2,1,2,Grasslands,,,,,,,,
4235,Vistula Lagoon,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
4236,Imielin,Stone,0,1,1,1,Hills,,,,,,,,
4238,Radzyn Chelminski,0,0,1,1,1,Grasslands,,,,,,,,
4239,Psary,0,0,2,1,2,Hills,,,,,,,,
4240,Ledziny,Coal,0,2,4,3,Hills,,,,,,,,
4241,Wilczeta,Triticale,0,1,1,1,Farmlands,,,,,,,,
4242,Godkowo,Triticale,0,1,1,1,Farmlands,,,,,,,,
4243,Barczewo,Lumber,0,2,1,3,Woods,,,,,,,,
4244,Lukta,Triticale,0,1,1,1,Grasslands,,,,,,,,
4245,Morag,Ceramics,0,1,1,1,Grasslands,,,,,,,,
4246,Maldyty,Mushrooms,0,1,1,1,Woods,,,,,,,,
4247,Gietrzwald,Mushrooms,0,1,1,1,Forest,,,,,,,,
4248,Bisztynek,Wool,0,1,1,1,Grasslands,,,,,,,,
4249,Dywity,Barley,0,2,1,2,Grasslands,,,,,,,,
4250,Ryn,Tourists,0,1,1,1,Hills,,,,,,,,
4251,Nowinka,Fur,0,1,1,1,Forest,,,,,,,,
4252,Dzwierzuty,Apiculture,0,1,1,1,Grasslands,,,,,,,,
4253,Mragowo,Dairy,0,1,1,1,Floodplains,,,,,,,,
4254,Wydyminy,Poultry,0,1,1,1,Marsh,,,,,,,,
4255,Piecki,Fish,0,1,1,1,Marsh,,,,,,,,
4256,Swietajno,Fish,0,1,1,1,Marsh,,,,,,,,
4257,Kalinowo,Pigs,0,1,1,1,Grasslands,,,,,,,,
4258,City of Augustow,Naval supplies,0,4,6,5,Urban,,,,,,,,
4259,City of Elk,Paper,0,9,10,11,Urban,,,,,,,,
4260,Reszel,Lumber,0,1,1,1,Woods,,,,,,,,
4261,City of Gizycko,Tourists,0,4,3,5,Farmlands,,,,,,,,
4262,Bakalarzewo,Fur,0,1,1,1,Woods,,,,,,,,
4263,Olecko,Lumber,0,3,4,3,Farmlands,,,,,,,,
4264,Budry,Maize,0,1,1,1,Grasslands,,,,,,,,
4265,Korytnica,0,0,1,1,1,Grasslands,,,,,,,,
4266,Krasnopol,Dairy,0,1,1,1,Grasslands,,,,,,,,
4267,Otwock,0,0,7,6,8,Urban,,,,,,,,
4268,Borkowice,0,0,1,1,1,Woods,,,,,,,,
4269,Stezyca,Fruits,0,2,1,2,Farmlands,,,,,,,,
4270,Przytyk,0,0,1,1,1,Grasslands,,,,,,,,
4271,Klwow,0,0,1,1,1,Grasslands,,,,,,,,
4272,Trojanow,Tourists,0,1,1,1,Grasslands,,,,,,,,
4273,Przylek,0,0,1,1,1,Grasslands,,,,,,,,
4274,Pionki,0,0,1,1,1,Forest,,,,,,,,
4276,Borki,Apiculture,0,1,1,1,Grasslands,,,,,,,,
4277,Tczow,0,0,1,1,1,Farmlands,,,,,,,,
4278,Cieplielow,0,0,1,1,1,Grasslands,,,,,,,,
4279,Wierzbica,0,0,#N/A,#N/A,#N/A,Grasslands,,,,,,,,
4280,Wolanow,0,0,1,1,1,Grasslands,,,,,,,,
4281,Kowala,0,0,1,1,2,Grasslands,,,,,,,,
4282,Kurow,Fur,0,1,1,1,Farmlands,,,,,,,,
4283,Mirzec,0,0,1,1,1,Woods,,,,,,,,
4284,Ilza,0,0,2,1,2,Forest,,,,,,,,
4285,Karczmiska,Beer,0,1,1,1,Grasslands,,,,,,,,
4286,Lipsko,0,0,1,2,1,Farmlands,,,,,,,,
4287,Solec nad Wisla,0,0,1,1,1,Farmlands,,,,,,,,
4288,Kutno,Vegetables,0,1,1,1,Farmlands,,,,,,,,
4289,Nowe Ostrowy,Horses,0,1,1,1,Farmlands,,,,,,,,
4290,Domaniewice,Livestock,0,1,1,1,Grasslands,,,,,,,,
4291,Leczyca,Stone,0,1,1,1,Grasslands,,,,,,,,
4292,Kozminek,0,0,1,1,1,Farmlands,,,,,,,,
4293,Uniejow,0,0,1,1,1,Grasslands,,,,,,,,
4294,Wrobelew,0,0,1,1,1,Farmlands,,,,,,,,
4295,Liskow,0,0,1,1,1,Grasslands,,,,,,,,
4296,Malanow,0,0,1,2,1,Grasslands,,,,,,,,
4297,Radzanow,0,0,1,1,1,Grasslands,,,,,,,,
4298,Lubnice,0,0,1,1,1,Farmlands,,,,,,,,
4299,Czajkow,Grain,0,1,1,1,Forest,,,,,,,,
4300,Szadek,0,0,1,1,1,Farmlands,,,,,,,,
4301,Kielczyglow,Iron,0,1,1,1,Grasslands,,,,,,,,
4302,Turek,0,0,1,1,2,Grasslands,,,,,,,,
4303,Zelazkow,0,0,1,1,1,Farmlands,,,,,,,,
4304,Przykona,0,0,1,1,1,Grasslands,,,,,,,,
4305,Zelow,Wool,0,2,1,2,Woods,,,,,,,,
4306,Kloczew,Dairy,0,1,1,1,Grasslands,,,,,,,,
4307,Skomlin,0,0,1,1,1,Grasslands,,,,,,,,
4308,Rudniki,Grain,0,1,1,1,Farmlands,,,,,,,,
4309,Bralin,0,0,1,1,1,Farmlands,,,,,,,,
4310,Lututow,0,0,1,1,1,Grasslands,,,,,,,,
4311,Leka Opatowska,0,0,1,2,1,Grasslands,,,,,,,,
4312,Praszka,Copper,0,1,2,2,Farmlands,,,,,,,,
4313,Czastary,0,0,1,1,1,Grasslands,,,,,,,,
4314,Wieruszow,0,0,2,3,2,Grasslands,,,,,,,,
4315,Doruchow,0,0,1,1,1,Woods,,,,,,,,
4316,Lipnik,0,0,1,1,1,Farmlands,,,,,,,,
4317,Sadowie,0,0,1,1,1,Farmlands,,,,,,,,
4318,Rakow,0,0,1,1,1,Forest,,,,,,,,
4319,Wilczyce,Grain,0,1,1,1,Farmlands,,,,,,,,
4320,Raclawice,Vegetables,0,1,1,1,Farmlands,,,,,,,,
4321,Radziemice,Barley,0,1,1,1,Farmlands,,,,,,,,
4322,Annopol,Fruits,0,1,1,1,Farmlands,,,,,,,,
4323,Michalow,0,0,1,1,1,Farmlands,,,,,,,,
4324,Biala Rawska,Vegetables,0,2,1,2,Farmlands,,,,,,,,
4325,City of Skierniewicze,Cloth,0,9,7,8,Urban,,,,,,,,
4326,Skierniewicze,Lumber,0,1,1,1,Grasslands,,,,,,,,
4327,Budzieszewice,0,0,1,1,1,Farmlands,,,,,,,,
