id,Prov,trade good ,latent trade good,tax,prod,manpower,terrain,Center of Trade,Local Airport,Airport,Border Crossing,Mountain Pass,Isthmus,River Tributary,River Estruary,Satellite City,Training Area
1251,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A, , , , , , , , ,,
1252,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1253,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1253,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1254,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1255,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1256,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1257,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1258,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1259,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1260,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A, , , , , , , , ,,
1261,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A, , , , , , , , ,,
1262,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A, , , , , , , , ,,
1263,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A, , , , , , , , ,,
1264,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1265,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1266,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1267,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1268,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1269,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1270,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1271,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1272,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1273,Kolaczyce,Wine,0,1,1,1,Hills, , , , , , , , ,,
1274,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1275,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1276,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1277,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1278,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1279,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1280,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1281,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1282,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1283,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1284,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1285,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1286,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1287,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1288,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1289,Wisla,Tourists,0,2,1,2,Forest, , , , , , , , ,,
1290,Odra Zachodnia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A, , , , , , , , ,,
1291,Odra Zachodnia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A, , , , , , , , ,,
1292,Regalica,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A, , , , , , , , ,,
1293,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A, , , , , , , , ,,
1294,BĂłbr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1295,BĂłbr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1296,BĂłbr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1297,BĂłbr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1298,BĂłbr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1299,BĂłbr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1300,BĂłbr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1301,BĂłbr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1302,BĂłbr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1303,BĂłbr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1304,Zalew Szczecinski Zachod,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A, , , , , , , , ,,
1305,BĂłbr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1306,Babice,Lumber,0,1,1,1,Forest, , , , , , , , ,,
1307,BĂłbr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1308,BĂłbr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1309,BĂłbr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1310,BĂłbr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1311,BĂłbr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1312,BĂłbr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1313,BĂłbr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1314,NoteÄ‡,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1315,NoteÄ‡,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1316,NoteÄ‡,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1317,NoteÄ‡,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1318,Katowice Ĺšrodmiescie,Consumer Goods,Software,10,8,8,High Urban,3, , , , , , , ,,
1319,Jezioro Lublin,Wheat, ,3,3,4,Farmlands, , , , , , , , ,,
1320,NoteÄ‡,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1321,NoteÄ‡,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1322,NoteÄ‡,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1323,NoteÄ‡,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1324,NoteÄ‡,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1325,NoteÄ‡,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A, , , , , , , , ,,
1326,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A, , , , , , , , ,,
1327,Dabie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A, , , , , , , , ,,
1328,NoteÄ‡,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1329,NoteÄ‡,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1330,NoteÄ‡,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1331,NoteÄ‡,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1332,NoteÄ‡,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1333,NoteÄ‡,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1334,NoteÄ‡,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1335,NoteÄ‡,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1336,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A, , , , , , , , ,,
1337,NoteÄ‡,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1338,NoteÄ‡,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1339,NoteÄ‡,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1340,NoteÄ‡,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1341,NoteÄ‡,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1342,NoteÄ‡,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1343,NoteÄ‡,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1344,NoteÄ‡,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1345,NoteÄ‡,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1346,Nysa KĹ‚odzka,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1347,Nysa KĹ‚odzka,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1348,Nysa KĹ‚odzka,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1349,Nysa KĹ‚odzka,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1350,Nysa KĹ‚odzka,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1351,Jezioro Nyskie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1352,Nyska KĹ‚odzka,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1353,Jezioro Otmuchowskie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1354,Zalew PÄ…czkowski,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1355,Nysa KĹ‚odzka,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1356,Nysa KĹ‚odzka,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1357,Nysa KĹ‚odzka,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1358,Nysa KĹ‚odzka,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1359,Nysa KĹ‚odzka,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1360,Nysa KĹ‚odzka,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1361,MaĹ‚a Panew,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1362,MaĹ‚a Panew,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1363,Jezioro Turawskie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1364,MaĹ‚a Panew,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1365,MaĹ‚a Panew,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1366,MaĹ‚a Panew,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1367,MaĹ‚a Panew,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1368,MaĹ‚a Panew,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1369,MaĹ‚a Panew,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1370,MaĹ‚a Panew,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1371,Barycz,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1372,Barycz,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1373,Barycz,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1374,Barycz,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1375,Barycz,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1376,Barycz,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1377,Barycz,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1378,Barycz,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1379,Barycz,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1380,Barycz,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1381,Barycz,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1382,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1383,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1384,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1385,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1386,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1387,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1388,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1389,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1390,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1391,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1392,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1393,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1394,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1395,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1396,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1397,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1398,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1399,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1400,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1401,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1402,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1403,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1404,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1405,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1406,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1407,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1408,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1409,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1410,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1411,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1412,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1413,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1414,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1415,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1416,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1417,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1418,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1419,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1420,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1421,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1422,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1423,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A, , , , , , , , ,,
1424,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1425,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1426,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1427,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1428,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1429,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1430,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1431,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1432,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1433,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1434,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1435,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1436,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1437,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1438,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1439,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1440,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1441,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1442,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1443,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1444,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1445,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1446,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A, , , , , , , , ,,
1447,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1448,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1449,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1450,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1451,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1452,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1453,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1454,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1455,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1456,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1457,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1458,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1459,Odra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A, , , , , , , , ,,
1460,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1461,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1462,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1463,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1464,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1465,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1466,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1467,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1468,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1469,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1470,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1471,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1472,Zbiornik GoczaĹ‚kowski,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1473,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1474,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1475,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1476,WisĹ‚a,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1477,Wkra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1478,Wkra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1479,Wkra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1480,Wkra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1481,Wkra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1482,Wkra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1483,Wkra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1484,Wkra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1485,Wkra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1486,Wkra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1487,Wkra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1488,Auschwitz,Tourists,0,#N/A,#N/A,#N/A,Grasslands, , , , , , , , ,,
1489,Wkra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1490,Wkra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1491,Wkra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1492,Wkra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1493,Wkra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1494,Wkra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1495,Wkra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1496,Bug,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1497,Bug,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1498,Bug,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1499,Bug,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1500,Martwa Wisla,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A, , , , , , , , ,,
1501,Wisla Smiala,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A, , , , , , , , ,,
1502,Bug,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1503,Bug,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1504,Bug,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1505,Bug,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1506,Bug,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1507,Bug,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1508,Bug,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1509,Bug,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1510,Bug,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1511,Bug,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1512,Bug,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1513,Bug,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1514,Bug,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1515,Bug,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1516,Bug,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1517,Bug,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1518,Bug,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1519,Bug,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1520,Bug,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1521,Bug,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1522,Bug,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1523,Bug,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
1524,Bug,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,
